#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.170358406079 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3528000000     -4.96448827      0.4577553663E-01
  -0.3527000000     -4.96176713      0.4514186624E-01
  -0.3526000000     -4.95904599      0.4452475136E-01
  -0.3525000000     -4.95632485      0.4392403896E-01
  -0.3524000000     -4.95360372      0.4333958300E-01
  -0.3523000000     -4.95088258      0.4277124383E-01
  -0.3522000000     -4.94816144      0.4221888763E-01
  -0.3521000000     -4.94544030      0.4168238589E-01
  -0.3520000000     -4.94271916      0.4116161495E-01
  -0.3519000000     -4.93999802      0.4065645554E-01
  -0.3518000000     -4.93727689      0.4016679230E-01
  -0.3517000000     -4.93455575      0.3969251344E-01
  -0.3516000000     -4.93183461      0.3923351036E-01
  -0.3515000000     -4.92911347      0.3878967731E-01
  -0.3514000000     -4.92639233      0.3836091113E-01
  -0.3513000000     -4.92367119      0.3794711094E-01
  -0.3512000000     -4.92095006      0.3754817798E-01
  -0.3511000000     -4.91822892      0.3716401539E-01
  -0.3510000000     -4.91550778      0.3679452804E-01
  -0.3509000000     -4.91278664      0.3643962248E-01
  -0.3508000000     -4.91006550      0.3609920678E-01
  -0.3507000000     -4.90734436      0.3577319054E-01
  -0.3506000000     -4.90462322      0.3546148486E-01
  -0.3505000000     -4.90190209      0.3516400236E-01
  -0.3504000000     -4.89918095      0.3488065722E-01
  -0.3503000000     -4.89645981      0.3461136527E-01
  -0.3502000000     -4.89373867      0.3435604409E-01
  -0.3501000000     -4.89101753      0.3411461315E-01
  -0.3500000000     -4.88829639      0.3388699397E-01
  -0.3499000000     -4.88557526      0.3367311033E-01
  -0.3498000000     -4.88285412      0.3347288841E-01
  -0.3497000000     -4.88013298      0.3328625710E-01
  -0.3496000000     -4.87741184      0.3311314819E-01
  -0.3495000000     -4.87469070      0.3295349668E-01
  -0.3494000000     -4.87196956      0.3280724103E-01
  -0.3493000000     -4.86924843      0.3267432349E-01
  -0.3492000000     -4.86652729      0.3255469039E-01
  -0.3491000000     -4.86380615      0.3244829251E-01
  -0.3490000000     -4.86108501      0.3235508535E-01
  -0.3489000000     -4.85836387      0.3227502957E-01
  -0.3488000000     -4.85564273      0.3220809128E-01
  -0.3487000000     -4.85292160      0.3215424245E-01
  -0.3486000000     -4.85020046      0.3211346129E-01
  -0.3485000000     -4.84747932      0.3208573262E-01
  -0.3484000000     -4.84475818      0.3207104829E-01
  -0.3483000000     -4.84203704      0.3206940759E-01
  -0.3482000000     -4.83931590      0.3208081762E-01
  -0.3481000000     -4.83659476      0.3210529376E-01
  -0.3480000000     -4.83387363      0.3214286009E-01
  -0.3479000000     -4.83115249      0.3219354978E-01
  -0.3478000000     -4.82843135      0.3225740560E-01
  -0.3477000000     -4.82571021      0.3233448033E-01
  -0.3476000000     -4.82298907      0.3242483723E-01
