#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.170474273968 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3826000000     -5.77223459      0.4857087934E-01
  -0.3825000000     -5.76951345      0.3727420401E-01
  -0.3824000000     -5.76679231      0.2833852568E-01
  -0.3823000000     -5.76407117      0.2139339883E-01
  -0.3822000000     -5.76135003      0.1608558063E-01
  -0.3821000000     -5.75862890      0.1210153463E-01
  -0.3820000000     -5.75590776      0.9174950100E-02
  -0.3819000000     -5.75318662      0.7085931890E-02
  -0.3818000000     -5.75046548      0.5656234247E-02
  -0.3817000000     -5.74774434      0.4743107662E-02
  -0.3816000000     -5.74502320      0.4233118202E-02
  -0.3815000000     -5.74230206      0.4036567292E-02
  -0.3814000000     -5.73958093      0.4082733165E-02
  -0.3813000000     -5.73685979      0.4315947741E-02
  -0.3812000000     -5.73413865      0.4692429218E-02
  -0.3811000000     -5.73141751      0.5177758146E-02
  -0.3810000000     -5.72869637      0.5744882475E-02
  -0.3809000000     -5.72597523      0.6372548201E-02
  -0.3808000000     -5.72325410      0.7044067827E-02
  -0.3807000000     -5.72053296      0.7746354756E-02
  -0.3806000000     -5.71781182      0.8469165985E-02
  -0.3805000000     -5.71509068      0.9204507556E-02
  -0.3804000000     -5.71236954      0.9946167059E-02
  -0.3803000000     -5.70964840      0.1068934533E-01
  -0.3802000000     -5.70692727      0.1143036566E-01
  -0.3801000000     -5.70420613      0.1216644378E-01
  -0.3800000000     -5.70148499      0.1289550535E-01
  -0.3799000000     -5.69876385      0.1361604104E-01
  -0.3798000000     -5.69604271      0.1432699096E-01
  -0.3797000000     -5.69332157      0.1502765258E-01
  -0.3796000000     -5.69060044      0.1571760702E-01
  -0.3795000000     -5.68787930      0.1639666006E-01
  -0.3794000000     -5.68515816      0.1706479489E-01
  -0.3793000000     -5.68243702      0.1772213409E-01
  -0.3792000000     -5.67971588      0.1836890921E-01
  -0.3791000000     -5.67699474      0.1900543625E-01
  -0.3790000000     -5.67427360      0.1963209597E-01
  -0.3789000000     -5.67155247      0.2024931817E-01
  -0.3788000000     -5.66883133      0.2085756893E-01
  -0.3787000000     -5.66611019      0.2145734059E-01
  -0.3786000000     -5.66338905      0.2204914360E-01
  -0.3785000000     -5.66066791      0.2263350010E-01
  -0.3784000000     -5.65794677      0.2321093889E-01
  -0.3783000000     -5.65522564      0.2378199139E-01
  -0.3782000000     -5.65250450      0.2434718861E-01
  -0.3781000000     -5.64978336      0.2490705870E-01
  -0.3780000000     -5.64706222      0.2546212523E-01
  -0.3779000000     -5.64434108      0.2601290581E-01
  -0.3778000000     -5.64161994      0.2655991123E-01
  -0.3777000000     -5.63889881      0.2710364477E-01
  -0.3776000000     -5.63617767      0.2764460189E-01
  -0.3775000000     -5.63345653      0.2818327003E-01
  -0.3774000000     -5.63073539      0.2872012865E-01
  -0.3773000000     -5.62801425      0.2925564931E-01
  -0.3772000000     -5.62529311      0.2979029594E-01
  -0.3771000000     -5.62257198      0.3032452515E-01
  -0.3770000000     -5.61985084      0.3085878664E-01
  -0.3769000000     -5.61712970      0.3139352355E-01
  -0.3768000000     -5.61440856      0.3192917304E-01
  -0.3767000000     -5.61168742      0.3246616669E-01
  -0.3766000000     -5.60896628      0.3300493111E-01
  -0.3765000000     -5.60624514      0.3354588839E-01
  -0.3764000000     -5.60352401      0.3408945672E-01
  -0.3763000000     -5.60080287      0.3463605089E-01
  -0.3762000000     -5.59808173      0.3518608286E-01
  -0.3761000000     -5.59536059      0.3573996234E-01
  -0.3760000000     -5.59263945      0.3629809729E-01
  -0.3759000000     -5.58991831      0.3686089454E-01
  -0.3758000000     -5.58719718      0.3742876025E-01
  -0.3757000000     -5.58447604      0.3800210054E-01
  -0.3756000000     -5.58175490      0.3858132196E-01
  -0.3755000000     -5.57903376      0.3916683203E-01
  -0.3754000000     -5.57631262      0.3975903981E-01
  -0.3753000000     -5.57359148      0.4035835635E-01
  -0.3752000000     -5.57087035      0.4096519525E-01
  -0.3751000000     -5.56814921      0.4157997312E-01
  -0.3750000000     -5.56542807      0.4220311013E-01
  -0.3749000000     -5.56270693      0.4283503044E-01
  -0.3748000000     -5.55998579      0.4347616272E-01
  -0.3747000000     -5.55726465      0.4412694063E-01
  -0.3746000000     -5.55454352      0.4478780326E-01
  -0.3745000000     -5.55182238      0.4545919559E-01
  -0.3744000000     -5.54910124      0.4614156899E-01
  -0.3743000000     -5.54638010      0.4683538159E-01
  -0.3742000000     -5.54365896      0.4754109877E-01
  -0.3741000000     -5.54093782      0.4825919356E-01
  -0.3740000000     -5.53821668      0.4899014705E-01
  -0.3739000000     -5.53549555      0.4973444880E-01
  -0.3738000000     -5.53277441      0.5049259721E-01
  -0.3737000000     -5.53005327      0.5126509992E-01
  -0.3736000000     -5.52733213      0.5205247411E-01
  -0.3735000000     -5.52461099      0.5285524690E-01
  -0.3734000000     -5.52188985      0.5367395559E-01
  -0.3733000000     -5.51916872      0.5450914802E-01
  -0.3732000000     -5.51644758      0.5536138276E-01
  -0.3731000000     -5.51372644      0.5623122939E-01
  -0.3730000000     -5.51100530      0.5711926864E-01
  -0.3729000000     -5.50828416      0.5802609260E-01
  -0.3728000000     -5.50556302      0.5895230477E-01
  -0.3727000000     -5.50284189      0.5989852014E-01
  -0.3726000000     -5.50012075      0.6086536520E-01
  -0.3725000000     -5.49739961      0.6185347783E-01
  -0.3724000000     -5.49467847      0.6286350720E-01
  -0.3723000000     -5.49195733      0.6389611353E-01
  -0.3722000000     -5.48923619      0.6495196777E-01
  -0.3721000000     -5.48651506      0.6603175121E-01
  -0.3720000000     -5.48379392      0.6713615493E-01
  -0.3719000000     -5.48107278      0.6826587915E-01
  -0.3718000000     -5.47835164      0.6942163246E-01
  -0.3717000000     -5.47563050      0.7060413085E-01
  -0.3716000000     -5.47290936      0.7181409658E-01
  -0.3715000000     -5.47018822      0.7305225692E-01
  -0.3714000000     -5.46746709      0.7431934257E-01
  -0.3713000000     -5.46474595      0.7561608594E-01
  -0.3712000000     -5.46202481      0.7694321918E-01
  -0.3711000000     -5.45930367      0.7830147180E-01
  -0.3710000000     -5.45658253      0.7969156819E-01
  -0.3709000000     -5.45386139      0.8111422460E-01
  -0.3708000000     -5.45114026      0.8257014589E-01
  -0.3707000000     -5.44841912      0.8406002186E-01
  -0.3706000000     -5.44569798      0.8558452305E-01
  -0.3705000000     -5.44297684      0.8714429621E-01
  -0.3704000000     -5.44025570      0.8873995916E-01
  -0.3703000000     -5.43753456      0.9037209513E-01
  -0.3702000000     -5.43481343      0.9204124654E-01
  -0.3701000000     -5.43209229      0.9374790808E-01
  -0.3700000000     -5.42937115      0.9549251920E-01
  -0.3699000000     -5.42665001      0.9727545582E-01
  -0.3698000000     -5.42392887      0.9909702131E-01
  -0.3697000000     -5.42120773      0.1009574367E+00
  -0.3696000000     -5.41848660      0.1028568298E+00
  -0.3695000000     -5.41576546      0.1047952242E+00
  -0.3694000000     -5.41304432      0.1067725263E+00
  -0.3693000000     -5.41032318      0.1087885123E+00
  -0.3692000000     -5.40760204      0.1108428139E+00
  -0.3691000000     -5.40488090      0.1129349030E+00
  -0.3690000000     -5.40215976      0.1150640759E+00
  -0.3689000000     -5.39943863      0.1172294363E+00
  -0.3688000000     -5.39671749      0.1194298775E+00
  -0.3687000000     -5.39399635      0.1216640639E+00
  -0.3686000000     -5.39127521      0.1239304122E+00
  -0.3685000000     -5.38855407      0.1262270716E+00
  -0.3684000000     -5.38583293      0.1285519040E+00
  -0.3683000000     -5.38311180      0.1309024641E+00
  -0.3682000000     -5.38039066      0.1332759797E+00
  -0.3681000000     -5.37766952      0.1356693325E+00
  -0.3680000000     -5.37494838      0.1380790393E+00
  -0.3679000000     -5.37222724      0.1405012354E+00
  -0.3678000000     -5.36950610      0.1429316586E+00
  -0.3677000000     -5.36678497      0.1453656363E+00
  -0.3676000000     -5.36406383      0.1477980750E+00
  -0.3675000000     -5.36134269      0.1502234533E+00
  -0.3674000000     -5.35862155      0.1526358189E+00
  -0.3673000000     -5.35590041      0.1550287904E+00
  -0.3672000000     -5.35317927      0.1573955645E+00
  -0.3671000000     -5.35045814      0.1597289293E+00
  -0.3670000000     -5.34773700      0.1620212842E+00
  -0.3669000000     -5.34501586      0.1642646675E+00
  -0.3668000000     -5.34229472      0.1664507911E+00
  -0.3667000000     -5.33957358      0.1685710847E+00
  -0.3666000000     -5.33685244      0.1706167472E+00
  -0.3665000000     -5.33413130      0.1725788075E+00
  -0.3664000000     -5.33141017      0.1744481935E+00
  -0.3663000000     -5.32868903      0.1762158093E+00
  -0.3662000000     -5.32596789      0.1778726197E+00
  -0.3661000000     -5.32324675      0.1794097415E+00
  -0.3660000000     -5.32052561      0.1808185398E+00
  -0.3659000000     -5.31780447      0.1820907287E+00
  -0.3658000000     -5.31508334      0.1832184735E+00
  -0.3657000000     -5.31236220      0.1841944938E+00
  -0.3656000000     -5.30964106      0.1850121640E+00
  -0.3655000000     -5.30691992      0.1856656101E+00
  -0.3654000000     -5.30419878      0.1861497994E+00
  -0.3653000000     -5.30147764      0.1864606216E+00
  -0.3652000000     -5.29875651      0.1865949593E+00
  -0.3651000000     -5.29603537      0.1865507446E+00
  -0.3650000000     -5.29331423      0.1863270018E+00
  -0.3649000000     -5.29059309      0.1859238737E+00
  -0.3648000000     -5.28787195      0.1853426312E+00
  -0.3647000000     -5.28515081      0.1845856652E+00
  -0.3646000000     -5.28242968      0.1836564620E+00
  -0.3645000000     -5.27970854      0.1825595610E+00
  -0.3644000000     -5.27698740      0.1813004980E+00
  -0.3643000000     -5.27426626      0.1798857328E+00
  -0.3642000000     -5.27154512      0.1783225659E+00
  -0.3641000000     -5.26882398      0.1766190444E+00
  -0.3640000000     -5.26610284      0.1747838593E+00
  -0.3639000000     -5.26338171      0.1728262386E+00
  -0.3638000000     -5.26066057      0.1707558367E+00
  -0.3637000000     -5.25793943      0.1685826233E+00
  -0.3636000000     -5.25521829      0.1663167737E+00
  -0.3635000000     -5.25249715      0.1639685636E+00
  -0.3634000000     -5.24977601      0.1615482682E+00
  -0.3633000000     -5.24705488      0.1590660697E+00
  -0.3632000000     -5.24433374      0.1565319716E+00
  -0.3631000000     -5.24161260      0.1539557230E+00
  -0.3630000000     -5.23889146      0.1513467518E+00
  -0.3629000000     -5.23617032      0.1487141084E+00
  -0.3628000000     -5.23344918      0.1460664185E+00
  -0.3627000000     -5.23072805      0.1434118463E+00
  -0.3626000000     -5.22800691      0.1407580660E+00
  -0.3625000000     -5.22528577      0.1381122431E+00
  -0.3624000000     -5.22256463      0.1354810223E+00
  -0.3623000000     -5.21984349      0.1328705234E+00
  -0.3622000000     -5.21712235      0.1302863437E+00
  -0.3621000000     -5.21440122      0.1277335650E+00
  -0.3620000000     -5.21168008      0.1252167664E+00
  -0.3619000000     -5.20895894      0.1227400404E+00
  -0.3618000000     -5.20623780      0.1203070121E+00
  -0.3617000000     -5.20351666      0.1179208609E+00
  -0.3616000000     -5.20079552      0.1155843446E+00
  -0.3615000000     -5.19807438      0.1132998238E+00
  -0.3614000000     -5.19535325      0.1110692874E+00
  -0.3613000000     -5.19263211      0.1088943790E+00
  -0.3612000000     -5.18991097      0.1067764222E+00
  -0.3611000000     -5.18718983      0.1047164462E+00
  -0.3610000000     -5.18446869      0.1027152105E+00
  -0.3609000000     -5.18174755      0.1007732286E+00
  -0.3608000000     -5.17902642      0.9889079145E-01
  -0.3607000000     -5.17630528      0.9706798841E-01
  -0.3606000000     -5.17358414      0.9530472840E-01
  -0.3605000000     -5.17086300      0.9360075892E-01
  -0.3604000000     -5.16814186      0.9195568410E-01
  -0.3603000000     -5.16542072      0.9036898150E-01
  -0.3602000000     -5.16269959      0.8884001748E-01
  -0.3601000000     -5.15997845      0.8736806154E-01
  -0.3600000000     -5.15725731      0.8595229930E-01
  -0.3599000000     -5.15453617      0.8459184445E-01
  -0.3598000000     -5.15181503      0.8328574960E-01
  -0.3597000000     -5.14909389      0.8203301607E-01
  -0.3596000000     -5.14637276      0.8083260277E-01
  -0.3595000000     -5.14365162      0.7968343419E-01
  -0.3594000000     -5.14093048      0.7858440747E-01
  -0.3593000000     -5.13820934      0.7753439889E-01
  -0.3592000000     -5.13548820      0.7653226946E-01
  -0.3591000000     -5.13276706      0.7557686998E-01
  -0.3590000000     -5.13004592      0.7466704551E-01
  -0.3589000000     -5.12732479      0.7380163926E-01
  -0.3588000000     -5.12460365      0.7297949603E-01
  -0.3587000000     -5.12188251      0.7219946523E-01
  -0.3586000000     -5.11916137      0.7146040347E-01
  -0.3585000000     -5.11644023      0.7076117681E-01
  -0.3584000000     -5.11371909      0.7010066278E-01
  -0.3583000000     -5.11099796      0.6947775196E-01
  -0.3582000000     -5.10827682      0.6889134952E-01
  -0.3581000000     -5.10555568      0.6834037636E-01
  -0.3580000000     -5.10283454      0.6782377020E-01
  -0.3579000000     -5.10011340      0.6734048645E-01
  -0.3578000000     -5.09739226      0.6688949890E-01
  -0.3577000000     -5.09467113      0.6646980040E-01
  -0.3576000000     -5.09194999      0.6608040332E-01
  -0.3575000000     -5.08922885      0.6572034001E-01
  -0.3574000000     -5.08650771      0.6538866312E-01
  -0.3573000000     -5.08378657      0.6508444589E-01
  -0.3572000000     -5.08106543      0.6480678242E-01
  -0.3571000000     -5.07834430      0.6455478783E-01
  -0.3570000000     -5.07562316      0.6432759842E-01
  -0.3569000000     -5.07290202      0.6412437183E-01
  -0.3568000000     -5.07018088      0.6394428710E-01
  -0.3567000000     -5.06745974      0.6378654483E-01
  -0.3566000000     -5.06473860      0.6365036718E-01
  -0.3565000000     -5.06201746      0.6353499800E-01
  -0.3564000000     -5.05929633      0.6343970284E-01
